season,week,celebrity_name,judge_total,judge_share,fan_vote_share,judge_rank,fan_rank,rank_rule_rank,percent_rule_rank,combined_rank_sum,combined_score,eliminated_this_week,final_placement,regime
19,4,Jonathan Bennett,24.0,0.075,0.094295600511139,10,6,8,9,16,0.169295600511139,False,9,percent
19,4,Lea Thompson,39.0,0.121875,0.1103822578365448,2,2,2,2,4,0.2322572578365448,False,6,percent
19,4,Janel Parrish,36.0,0.1125,0.1100063786662444,4,3,3,4,7,0.2225063786662444,False,3,percent
19,4,Alfonso Ribeiro,40.0,0.125,0.1146228394026255,1,1,1,1,2,0.23962283940262552,False,1,percent
19,4,Tommy Chong,28.0,0.0875,0.0926865543537497,8,7,6,7,15,0.1801865543537497,False,5,percent
19,4,Betsey Johnson,29.0,0.090625,0.078670600511139,6,10,8,9,16,0.169295600511139,True,10,percent
19,4,Michael Waltrip,25.0,0.078125,0.0911706005111391,9,8,10,8,17,0.1692956005111391,False,7,percent
19,4,Bethany Mota,33.0,0.103125,0.1093708617181603,5,4,5,5,9,0.2124958617181603,False,4,percent
19,4,Sadie Robertson,37.0,0.115625,0.1090417411232299,3,5,4,3,8,0.2246667411232299,False,2,percent
19,5,Antonio Sabato Jr.,28.0,0.10606060606060606,0.1002977817991736,6,6,6,6,12,0.20635838785977967,False,8,percent
19,5,Jonathan Bennett,24.0,0.09090909090909091,0.0985345810485903,7,7,7,7,14,0.1894436719576812,False,9,percent
19,5,Lea Thompson,34.0,0.12878787878787878,0.1228010216845412,2,3,3,3,5,0.25158890047242,False,6,percent
19,5,Janel Parrish,33.0,0.125,0.1212664122270987,4,4,4,4,8,0.24626641222709872,False,3,percent
19,5,Alfonso Ribeiro,34.0,0.12878787878787878,0.1258694729699017,2,1,1,2,3,0.2546573517577805,False,1,percent
19,5,Tommy Chong,23.0,0.08712121212121213,0.096107661712254,8,8,8,8,16,0.18322887383346614,False,5,percent
19,5,Michael Waltrip,20.0,0.07575757575757576,0.0912228507125071,9,9,9,9,18,0.16698042647008288,False,7,percent
19,5,Bethany Mota,32.0,0.12121212121212122,0.1195439309272955,5,5,5,5,10,0.2407560521394167,False,4,percent
19,5,Sadie Robertson,36.0,0.13636363636363635,0.1243562869186376,1,2,1,1,3,0.26071992328227395,False,2,percent
19,6,Antonio Sabato Jr.,28.0,0.09556313993174062,0.1030439834410877,8,7,8,8,15,0.19860712337282832,False,8,percent
19,6,Jonathan Bennett,32.0,0.10921501706484642,0.0893921063079819,5,9,6,8,14,0.19860712337282832,True,9,percent
19,6,Lea Thompson,32.0,0.10921501706484642,0.1182666883443336,5,5,5,5,10,0.22748170540918,False,6,percent
19,6,Janel Parrish,33.0,0.11262798634812286,0.1183832623320065,4,4,4,4,8,0.23101124868012934,False,3,percent
19,6,Alfonso Ribeiro,39.0,0.13310580204778158,0.1282812237269039,1,1,1,1,2,0.2613870257746855,False,1,percent
19,6,Tommy Chong,28.0,0.09556313993174062,0.1030439834410878,8,6,6,6,14,0.19860712337282843,False,5,percent
19,6,Michael Waltrip,30.0,0.10238907849829351,0.0962180448745349,7,8,8,6,15,0.19860712337282843,False,7,percent
19,6,Bethany Mota,36.0,0.12286689419795221,0.1206520823997118,2,3,2,2,5,0.24351897659766403,False,4,percent
19,6,Sadie Robertson,35.0,0.11945392491467577,0.1227186251323515,3,2,2,3,5,0.24217255004702726,False,2,percent
19,7,Antonio Sabato Jr.,29.5,0.11411992263056092,0.1071124421211996,7,8,7,8,15,0.2212323647517605,True,8,percent
19,7,Lea Thompson,35.0,0.13539651837524178,0.1317166182696757,2,3,3,3,5,0.2671131366449175,False,6,percent
19,7,Janel Parrish,33.5,0.12959381044487428,0.1298677138097227,4,4,4,4,8,0.259461524254597,False,3,percent
19,7,Alfonso Ribeiro,34.0,0.13152804642166344,0.1377589106634171,3,1,2,2,4,0.26928695708508055,False,1,percent
19,7,Tommy Chong,30.0,0.11605415860735009,0.1141244655308876,6,6,6,6,12,0.2301786241382377,False,5,percent
19,7,Michael Waltrip,28.0,0.10831721470019343,0.1129151500515671,8,7,7,7,15,0.22123236475176053,False,7,percent
19,7,Bethany Mota,37.5,0.1450676982591876,0.1366867512989975,1,2,1,1,3,0.28175444955818507,False,4,percent
19,7,Sadie Robertson,31.0,0.11992263056092843,0.1298179482545323,5,5,5,5,10,0.24974057881546075,False,2,percent
19,8,Lea Thompson,32.0,0.12903225806451613,0.141356122866203,5,5,5,5,10,0.27038838093071915,False,6,percent
19,8,Janel Parrish,43.0,0.17338709677419356,0.1547595387380643,1,3,2,1,4,0.32814663551225787,False,3,percent
19,8,Alfonso Ribeiro,41.0,0.16532258064516128,0.1579637407390803,2,1,1,2,3,0.32328632138424157,False,1,percent
19,8,Tommy Chong,29.0,0.11693548387096774,0.124189380892008,6,6,6,6,12,0.24112486476297573,False,5,percent
19,8,Michael Waltrip,25.0,0.10080645161290322,0.1179098671750816,7,7,7,7,14,0.2187163187879848,True,7,percent
19,8,Bethany Mota,40.0,0.16129032258064516,0.1558189103560099,3,2,3,3,5,0.31710923293665505,False,4,percent
19,8,Sadie Robertson,38.0,0.1532258064516129,0.1480024392335527,4,4,4,4,8,0.3012282456851656,False,2,percent
19,9,Lea Thompson,35.0,0.16355140186915887,0.1346108516714393,5,6,5,5,11,0.29816225354059817,True,6,percent
19,9,Janel Parrish,38.5,0.17990654205607476,0.1769355225650173,1,2,2,2,3,0.356842064621092,False,3,percent
19,9,Alfonso Ribeiro,38.5,0.17990654205607476,0.1793585037712635,1,1,1,1,2,0.35926504582733826,False,1,percent
19,9,Tommy Chong,28.5,0.13317757009345793,0.1649846834471402,6,5,5,6,11,0.2981622535405981,False,5,percent
19,9,Bethany Mota,37.0,0.17289719626168223,0.1754000147658704,3,3,3,3,6,0.3482972110275526,False,4,percent
19,9,Sadie Robertson,36.5,0.1705607476635514,0.1687104237792691,4,4,4,4,8,0.3392711714428205,False,2,percent
19,10,Janel Parrish,39.0,0.2136986301369863,0.2075380467866927,1,1,1,1,2,0.421236676923679,False,3,percent
19,10,Alfonso Ribeiro,37.5,0.2054794520547945,0.2066649039109676,3,2,2,3,5,0.4121443559657621,False,1,percent
19,10,Tommy Chong,31.0,0.16986301369863013,0.1837196505073204,5,5,5,5,10,0.3535826642059505,True,5,percent
19,10,Bethany Mota,38.0,0.20821917808219179,0.2045286592528106,2,3,2,2,5,0.4127478373350024,False,4,percent
19,10,Sadie Robertson,37.0,0.20273972602739726,0.1975487395422085,4,4,4,4,8,0.40028846556960573,False,2,percent
19,11,Janel Parrish,38.99980000000001,0.24946620355267282,0.2526543949354393,3,2,2,2,5,0.5021205984881121,False,3,percent
19,11,Alfonso Ribeiro,40.0,0.25586408499804897,0.2540739150600336,1,1,1,1,2,0.5099380000580825,False,1,percent
19,11,Bethany Mota,38.0,0.24307088074814653,0.2480648151384818,4,3,4,4,7,0.4911356958866283,True,4,percent
19,11,Sadie Robertson,39.333200000000005,0.25159883070113154,0.2452068748660454,2,4,3,3,6,0.49680570556717696,False,2,percent
20,1,Suzanne Somers,25.0,0.07861635220125786,0.0786163522012578,8,8,8,8,16,0.15723270440251566,False,9,percent
20,1,Willow Shields,25.0,0.07861635220125786,0.0786163522012578,8,8,8,8,16,0.15723270440251566,False,7,percent
20,1,Riker Lynch,31.0,0.09748427672955975,0.0974842767295597,2,2,2,2,4,0.19496855345911945,False,2,percent
20,1,Rumer Willis,32.0,0.10062893081761007,0.10062893081761,1,1,1,1,2,0.20125786163522008,False,1,percent
20,1,Nastia Liukin,30.0,0.09433962264150944,0.0943396226415094,3,3,3,3,6,0.18867924528301883,False,4,percent
20,1,Michael Sam,26.0,0.08176100628930817,0.0817610062893081,5,5,5,5,10,0.16352201257861626,False,10,percent
20,1,Robert Herjavec,28.0,0.0880503144654088,0.0880503144654088,4,4,4,4,8,0.1761006289308176,False,6,percent
20,1,Charlotte McKinney,22.0,0.06918238993710692,0.0691823899371069,11,11,11,11,22,0.1383647798742138,False,11,percent
20,1,Noah Galloway,26.0,0.08176100628930817,0.0817610062893081,5,5,5,5,10,0.16352201257861626,False,3,percent
20,1,Redfoo,22.0,0.06918238993710692,0.0691823899371069,11,11,11,11,22,0.1383647798742138,False,12,percent
20,1,Patti LaBelle,25.0,0.07861635220125786,0.0786163522012578,8,8,8,8,16,0.15723270440251566,False,8,percent
20,1,Chris Soules,26.0,0.08176100628930817,0.0817610062893081,5,5,5,5,10,0.16352201257861626,False,5,percent
20,2,Suzanne Somers,28.0,0.08069164265129683,0.0793083894960738,6,9,7,7,15,0.16000003214737063,False,9,percent
20,2,Willow Shields,32.0,0.09221902017291066,0.0831503974914893,2,6,4,4,8,0.17536941766439995,False,7,percent
20,2,Riker Lynch,32.0,0.09221902017291066,0.0957292231328312,2,2,2,3,4,0.18794824330574186,False,2,percent
20,2,Rumer Willis,32.0,0.09221902017291066,0.0978256940658772,2,1,1,2,3,0.19004471423878785,False,1,percent
20,2,Nastia Liukin,34.0,0.09798270893371758,0.0955538770398246,1,3,2,1,4,0.19353658597354217,False,4,percent
20,2,Michael Sam,28.0,0.08069164265129683,0.0814046068566061,6,7,6,6,13,0.1620962495079029,False,10,percent
20,2,Robert Herjavec,28.0,0.08069164265129683,0.0855973161300394,6,5,5,5,11,0.16628895878133623,False,6,percent
20,2,Charlotte McKinney,26.0,0.07492795389048991,0.0738927629829613,11,11,12,11,22,0.14882071687345122,False,11,percent
20,2,Noah Galloway,27.0,0.07780979827089338,0.0804439546059068,10,8,11,9,18,0.15825375287680016,False,3,percent
20,2,Redfoo,31.0,0.0893371757925072,0.0594835410809441,5,12,10,10,17,0.1488207168734513,True,12,percent
20,2,Patti LaBelle,28.0,0.08069164265129683,0.0793082522324671,6,10,8,8,16,0.15999989488376393,False,8,percent
20,2,Chris Soules,21.0,0.06051873198847262,0.0883019848849786,12,4,8,11,16,0.14882071687345122,False,5,percent
20,3,Suzanne Somers,25.0,0.07987220447284345,0.0828392944666183,8,9,8,8,17,0.16271149893946174,False,9,percent
20,3,Willow Shields,32.0,0.10223642172523961,0.0930190286712454,4,4,4,4,8,0.195255450396485,False,7,percent
20,3,Riker Lynch,34.0,0.10862619808306709,0.1040661155085853,1,2,1,1,3,0.2126923135916524,False,2,percent
20,3,Rumer Willis,33.0,0.10543130990415335,0.1044880321385599,3,1,2,3,4,0.20991934204271323,False,1,percent
20,3,Nastia Liukin,34.0,0.10862619808306709,0.1039417651641872,1,3,2,2,4,0.2125679632472543,False,4,percent
20,3,Michael Sam,24.0,0.07667731629392971,0.0832600187103754,9,8,8,9,17,0.15993733500430513,False,10,percent
20,3,Robert Herjavec,29.0,0.0926517571884984,0.0915585466661693,6,6,5,6,12,0.1842103038546677,False,6,percent
20,3,Charlotte McKinney,22.0,0.07028753993610223,0.0758015055543124,10,11,11,11,21,0.14608904549041463,True,11,percent
20,3,Noah Galloway,30.0,0.09584664536741214,0.0889705717686452,5,7,5,5,12,0.18481721713605734,False,3,percent
20,3,Patti LaBelle,22.0,0.07028753993610223,0.0796443601774421,10,10,10,10,20,0.14993190011354435,False,8,percent
20,3,Chris Soules,28.0,0.08945686900958466,0.0924107611738588,7,5,5,7,12,0.18186763018344346,False,5,percent
20,4,Suzanne Somers,28.0,0.08615384615384615,0.0922452453531111,9,8,8,9,17,0.17839909150695726,False,9,percent
20,4,Willow Shields,39.0,0.12,0.1070992038585404,1,4,2,1,5,0.22709920385854038,False,7,percent
20,4,Riker Lynch,34.0,0.10461538461538461,0.1099389057448184,4,3,4,4,7,0.21455429036020301,False,2,percent
20,4,Rumer Willis,35.0,0.1076923076923077,0.1112691482243899,3,2,2,3,5,0.21896145591669758,False,1,percent
20,4,Nastia Liukin,36.0,0.11076923076923077,0.1119009656794875,2,1,1,2,3,0.22267019644871827,False,4,percent
20,4,Michael Sam,30.0,0.09230769230769231,0.086091399199265,7,10,8,8,17,0.17839909150695732,True,10,percent
20,4,Robert Herjavec,34.0,0.10461538461538461,0.1009162378381018,4,5,5,5,9,0.2055316224534864,False,6,percent
20,4,Noah Galloway,32.0,0.09846153846153846,0.096997569849676,6,6,6,6,12,0.19545910831121446,False,3,percent
20,4,Patti LaBelle,30.0,0.09230769230769231,0.0882191558225753,7,9,7,7,16,0.1805268481302676,False,8,percent
20,4,Chris Soules,27.0,0.08307692307692308,0.0953221684300342,10,7,8,9,17,0.17839909150695726,False,5,percent
20,5,Suzanne Somers,28.0,0.0989399293286219,0.0935468492990595,5,9,6,7,14,0.1924867786276814,True,9,percent
20,5,Willow Shields,34.0,0.12014134275618374,0.1181714625102536,4,4,4,4,8,0.23831280526643733,False,7,percent
20,5,Riker Lynch,38.0,0.13427561837455831,0.1249566707708786,2,3,3,3,5,0.25923228914543694,False,2,percent
20,5,Rumer Willis,39.0,0.13780918727915195,0.1271043240163266,1,1,1,1,2,0.2649135112954786,False,1,percent
20,5,Nastia Liukin,38.0,0.13427561837455831,0.1263842925837444,2,2,2,2,4,0.2606599109583027,False,4,percent
20,5,Robert Herjavec,24.0,0.08480565371024736,0.107681124917434,9,5,6,8,14,0.19248677862768138,False,6,percent
20,5,Noah Galloway,28.0,0.0989399293286219,0.1037389394496093,5,6,5,5,11,0.2026788687782312,False,3,percent
20,5,Patti LaBelle,27.0,0.09540636042402827,0.0970804182036531,7,8,9,8,15,0.19248677862768138,False,8,percent
20,5,Chris Soules,27.0,0.09540636042402827,0.1013359182490405,7,7,6,6,14,0.19674227867306876,False,5,percent
20,6,Willow Shields,36.5,0.12897526501766785,0.1299019163258234,2,4,3,4,6,0.25887718134349125,False,7,percent
20,6,Riker Lynch,38.0,0.13427561837455831,0.1366605328588716,1,1,1,1,2,0.2709361512334299,False,2,percent
20,6,Rumer Willis,35.5,0.1254416961130742,0.1352930782982238,4,3,4,3,7,0.260734774411298,False,1,percent
20,6,Nastia Liukin,36.5,0.12897526501766785,0.1359423142376626,2,2,2,2,4,0.26491757925533044,False,4,percent
20,6,Robert Herjavec,33.5,0.11837455830388692,0.1186540232166868,8,5,7,6,13,0.2370285815205737,False,6,percent
20,6,Noah Galloway,34.0,0.12014134275618374,0.1163447289631661,6,6,5,7,12,0.23648607171934982,False,3,percent
20,6,Patti LaBelle,34.0,0.12014134275618374,0.1114491970054854,6,8,8,8,14,0.23159053976166916,True,8,percent
20,6,Chris Soules,35.0,0.12367491166077739,0.11575420909408,5,7,5,5,12,0.2394291207548574,False,5,percent
20,7,Willow Shields,39.0,0.15354330708661418,0.1142990779217226,2,7,4,5,9,0.2678423850083368,True,7,percent
20,7,Riker Lynch,37.0,0.14566929133858267,0.1510872075839242,4,2,2,2,6,0.2967564989225069,False,2,percent
20,7,Rumer Willis,37.0,0.14566929133858267,0.1500619864259747,4,3,3,3,7,0.2957312777645574,False,1,percent
20,7,Nastia Liukin,41.0,0.16141732283464566,0.1558061766478554,1,1,1,1,2,0.31722349948250106,False,4,percent
20,7,Robert Herjavec,31.0,0.1220472440944882,0.1457951409138486,6,4,6,5,10,0.2678423850083368,False,6,percent
20,7,Noah Galloway,38.0,0.14960629921259844,0.1371552695928256,3,6,4,4,9,0.286761568805424,False,3,percent
20,7,Chris Soules,31.0,0.1220472440944882,0.1457951409138486,6,4,6,5,10,0.2678423850083368,False,5,percent
20,8,Riker Lynch,39.0,0.18439716312056736,0.1739783982089167,2,3,3,2,5,0.35837556132948406,False,2,percent
20,8,Rumer Willis,40.0,0.18912529550827423,0.1746985798481031,1,2,1,1,3,0.36382387535637734,False,1,percent
20,8,Nastia Liukin,38.0,0.17966903073286053,0.176151091777574,3,1,2,3,4,0.3558201225104345,False,4,percent
20,8,Robert Herjavec,31.0,0.14657210401891252,0.1607547095823221,6,4,4,6,10,0.3073268136012346,True,6,percent
20,8,Noah Galloway,31.5,0.14893617021276595,0.1583906433884687,5,5,4,5,10,0.30732681360123465,False,3,percent
20,8,Chris Soules,32.0,0.15130023640661938,0.1560265771946153,4,6,4,4,10,0.3073268136012347,True,5,percent
20,9,Riker Lynch,40.0,0.25477707006369427,0.2546891882408001,1,1,1,1,2,0.5094662583044944,False,2,percent
20,9,Rumer Willis,39.0,0.2484076433121019,0.2532687800986527,3,2,2,2,5,0.5016764234107547,False,1,percent
20,9,Nastia Liukin,40.0,0.25477707006369427,0.2396515890786812,1,4,2,4,5,0.49442865914237544,True,4,percent
20,9,Noah Galloway,38.0,0.24203821656050956,0.252390442581866,4,3,4,3,7,0.49442865914237555,False,3,percent
20,10,Riker Lynch,40.0,0.3448275862068966,0.3382517245220275,1,1,1,1,2,0.6830793107289241,False,2,percent
20,10,Rumer Willis,40.0,0.3448275862068966,0.3370063234041812,1,2,2,2,3,0.6818339096110777,False,1,percent
20,10,Noah Galloway,36.0,0.3103448275862069,0.3247419520737914,3,3,3,3,6,0.6350867796599984,False,3,percent
21,1,Gary Busey,15.0,0.06,0.0599999999999999,9,9,9,9,18,0.1199999999999999,False,10,percent
21,1,Alexa PenaVega,22.0,0.088,0.0879999999999999,5,5,5,5,10,0.17599999999999988,False,6,percent
21,1,Carlos PenaVega,23.0,0.092,0.0919999999999999,3,3,3,3,6,0.18399999999999989,False,4,percent
21,1,Victor Espinoza,15.0,0.06,0.0599999999999999,9,9,9,9,18,0.1199999999999999,False,12,percent
21,1,Alek Skarlatos,22.0,0.088,0.0879999999999999,5,5,5,5,10,0.17599999999999988,False,3,percent
21,1,Chaka Khan,13.0,0.052,0.0519999999999999,12,12,12,12,24,0.1039999999999999,False,13,percent
21,1,Andy Grammer,21.0,0.084,0.0839999999999999,7,7,7,7,14,0.1679999999999999,False,7,percent
21,1,Tamar Braxton,23.0,0.092,0.0919999999999999,3,3,3,3,6,0.18399999999999989,False,5,percent
21,1,Nick Carter,24.0,0.096,0.0959999999999999,1,1,1,1,2,0.1919999999999999,False,2,percent
21,1,Hayes Grier,21.0,0.084,0.0839999999999999,7,7,7,7,14,0.1679999999999999,False,8,percent
21,1,Bindi Irwin,24.0,0.096,0.0959999999999999,1,1,1,1,2,0.1919999999999999,False,1,percent
21,1,Kim Zolciak-Biermann,12.0,0.048,0.0479999999999999,13,13,13,13,26,0.09599999999999989,False,11,percent
21,1,Paula Deen,15.0,0.06,0.0599999999999999,9,9,9,9,18,0.1199999999999999,False,9,percent
21,2,Gary Busey,16.5,0.06099815157116451,0.0642381389836201,12,9,11,11,21,0.1252362905547846,False,10,percent
21,2,Alexa PenaVega,23.0,0.08502772643253234,0.0870092819959126,3,5,4,5,8,0.17203700842844494,False,6,percent
21,2,Carlos PenaVega,22.5,0.08317929759704251,0.0890597962016562,4,4,4,4,8,0.17223909379869873,False,4,percent
21,2,Victor Espinoza,18.5,0.06839186691312385,0.0568444236416607,9,12,11,12,21,0.12523629055478455,True,12,percent
21,2,Alek Skarlatos,22.5,0.08317929759704251,0.08639313260484,4,6,6,6,10,0.1695724302018825,False,3,percent
21,2,Chaka Khan,15.0,0.05545286506469501,0.0531509491419725,13,13,13,13,26,0.10860381420666751,True,13,percent
21,2,Andy Grammer,22.0,0.08133086876155268,0.0831102886501992,8,8,8,8,16,0.1644411574117519,False,7,percent
21,2,Tamar Braxton,24.5,0.09057301293900184,0.0915244037791495,1,3,2,2,4,0.18209741671815133,False,5,percent
21,2,Nick Carter,22.5,0.08317929759704251,0.0917264530640547,4,2,3,3,6,0.1749057506610972,False,2,percent
21,2,Hayes Grier,22.5,0.08317929759704251,0.0837264380413979,4,7,7,7,11,0.1669057356384404,False,8,percent
21,2,Bindi Irwin,24.0,0.08872458410351201,0.0935749087547757,2,1,1,1,3,0.18229949285828773,False,1,percent
21,2,Kim Zolciak-Biermann,18.5,0.06839186691312385,0.0568444236416608,9,11,10,10,20,0.12523629055478464,False,11,percent
21,2,Paula Deen,18.5,0.06839186691312385,0.0627973614990997,9,10,9,9,19,0.13118922841222355,False,9,percent
21,3,Gary Busey,25.0,0.08196721311475409,0.0787235944487965,9,9,9,9,18,0.1606908075635506,False,10,percent
21,3,Alexa PenaVega,36.0,0.1180327868852459,0.1089661522371781,1,4,2,2,5,0.226998939122424,False,6,percent
21,3,Carlos PenaVega,31.0,0.10163934426229508,0.1051424236031596,6,6,6,6,12,0.20678176786545469,False,4,percent
21,3,Alek Skarlatos,33.0,0.10819672131147541,0.1051944417712977,3,5,5,5,8,0.21339116308277312,False,3,percent
21,3,Andy Grammer,29.0,0.09508196721311475,0.098196036171201,8,8,8,8,16,0.19327800338431575,False,7,percent
21,3,Tamar Braxton,33.0,0.10819672131147541,0.109300311728675,3,3,3,3,6,0.21749703304015042,False,5,percent
21,3,Nick Carter,36.0,0.1180327868852459,0.1127406732701544,1,1,1,1,2,0.2307734601554003,False,2,percent
21,3,Hayes Grier,30.0,0.09836065573770492,0.0997819542873016,7,7,7,7,14,0.19814261002500652,False,8,percent
21,3,Bindi Irwin,32.0,0.10491803278688525,0.109848160408872,5,2,4,4,7,0.21476619319575724,False,1,percent
21,3,Paula Deen,20.0,0.06557377049180328,0.0721062520733638,10,10,10,10,20,0.1376800225651671,False,9,percent
21,4,Gary Busey,16.0,0.06779661016949153,0.0750813879574421,10,9,9,10,19,0.14287799812693364,True,10,percent
21,4,Alexa PenaVega,21.0,0.08898305084745763,0.1023049105501724,8,7,7,8,15,0.19128796139763005,False,6,percent
21,4,Carlos PenaVega,25.0,0.1059322033898305,0.1054055886034493,5,4,5,5,9,0.2113377919932798,False,4,percent
21,4,Alek Skarlatos,24.0,0.1016949152542373,0.1040277877340825,6,6,6,6,12,0.2057227029883198,False,3,percent
21,4,Andy Grammer,23.0,0.09745762711864407,0.0979495332161808,7,8,7,7,15,0.19540716033482486,False,7,percent
21,4,Tamar Braxton,27.0,0.11440677966101695,0.1110025767495535,2,3,3,3,5,0.22540935641057044,False,5,percent
21,4,Nick Carter,27.0,0.11440677966101695,0.1132962347031553,2,1,1,2,3,0.22770301436417223,False,2,percent
21,4,Hayes Grier,27.0,0.11440677966101695,0.1046567738306766,2,5,4,4,7,0.21906355349169354,False,8,percent
21,4,Bindi Irwin,28.0,0.11864406779661017,0.1127803033124102,1,2,1,1,3,0.23142437110902037,False,1,percent
21,4,Paula Deen,18.0,0.07627118644067797,0.073494903342877,9,10,9,9,19,0.149766089783555,False,9,percent
21,5,Alexa PenaVega,40.0,0.132890365448505,0.1180365454863024,1,4,2,1,5,0.2509269109348074,False,6,percent
21,5,Carlos PenaVega,39.0,0.12956810631229235,0.1191640453390896,2,3,2,2,5,0.24873215165138196,False,4,percent
21,5,Alek Skarlatos,29.0,0.09634551495016612,0.1070967512036953,7,8,8,8,15,0.2034422661538614,False,3,percent
21,5,Andy Grammer,36.0,0.11960132890365449,0.1104675797295404,4,6,5,5,10,0.2300689086331949,False,7,percent
21,5,Tamar Braxton,29.0,0.09634551495016612,0.1121240685084311,7,5,6,6,12,0.20846958345859723,False,5,percent
21,5,Nick Carter,35.0,0.11627906976744186,0.1204218190555677,5,2,4,4,7,0.23670088882300955,False,2,percent
21,5,Hayes Grier,30.0,0.09966777408637874,0.1086575341195181,6,7,7,7,13,0.20832530820589684,False,8,percent
21,5,Bindi Irwin,37.0,0.12292358803986711,0.1222647833180759,3,1,1,3,4,0.24518837135794302,False,1,percent
21,5,Paula Deen,26.0,0.08637873754152824,0.0817668732397792,9,9,9,9,18,0.16814561078130744,False,9,percent
21,6,Alexa PenaVega,30.0,0.09584664536741214,0.1106406822754052,7,6,6,7,13,0.20648732764281735,False,6,percent
21,6,Carlos PenaVega,38.0,0.12140575079872204,0.1199103950801333,5,3,5,5,8,0.24131614587885536,False,4,percent
21,6,Alek Skarlatos,30.0,0.09584664536741214,0.1033474954334338,7,8,8,8,15,0.19919414080084594,False,3,percent
21,6,Andy Grammer,40.0,0.12779552715654952,0.116243047407327,1,5,3,4,6,0.2440385745638765,False,7,percent
21,6,Tamar Braxton,40.0,0.12779552715654952,0.1173472624126031,1,4,2,3,5,0.2451427895691526,False,5,percent
21,6,Nick Carter,39.0,0.12460063897763578,0.1218142186330253,4,2,3,2,6,0.24641485761066106,False,2,percent
21,6,Hayes Grier,32.0,0.10223642172523961,0.106517624646307,6,7,6,6,13,0.2087540463715466,False,8,percent
21,6,Bindi Irwin,40.0,0.12779552715654952,0.124107697741706,1,1,1,1,2,0.2519032248982555,False,1,percent
21,6,Paula Deen,24.0,0.07667731629392971,0.0800715763700588,9,9,9,9,18,0.1567488926639885,True,9,percent
21,7,Alexa PenaVega,27.5,0.1244343891402715,0.1216574821334829,5,6,6,6,11,0.2460918712737544,False,6,percent
21,7,Carlos PenaVega,28.0,0.12669683257918551,0.129129779140349,2,2,2,2,4,0.2558266117195345,False,4,percent
21,7,Alek Skarlatos,26.5,0.11990950226244344,0.1205418110555918,8,7,8,7,15,0.24045131331803524,False,3,percent
21,7,Andy Grammer,28.0,0.12669683257918551,0.1264713850373699,2,4,3,3,6,0.2531682176165554,False,7,percent
21,7,Tamar Braxton,27.0,0.12217194570135746,0.1257619508094161,6,5,6,5,11,0.24793389651077358,False,5,percent
21,7,Nick Carter,27.0,0.12217194570135746,0.1289999667131405,6,3,4,4,9,0.251171912414498,False,2,percent
21,7,Hayes Grier,28.0,0.12669683257918551,0.1137544807388497,2,8,5,8,10,0.2404513133180352,True,8,percent
21,7,Bindi Irwin,29.0,0.13122171945701358,0.1336831443717998,1,1,1,1,2,0.2649048638288134,False,1,percent
21,8,Alexa PenaVega,26.9998,0.13917465724120795,0.1379072054529184,5,5,5,5,10,0.2770818626941264,False,6,percent
21,8,Carlos PenaVega,28.9998,0.14948396747618806,0.1469657339735368,2,3,2,2,5,0.2964497014497248,False,4,percent
21,8,Alek Skarlatos,25.0,0.12886637793725134,0.1336304728016455,6,7,6,6,13,0.26249685073889684,False,3,percent
21,8,Andy Grammer,23.9998,0.1237106918887378,0.1363674206695548,7,6,6,7,13,0.2600781125582926,True,7,percent
21,8,Tamar Braxton,28.0,0.1443303432897215,0.1427154921293427,3,4,4,4,7,0.2870458354190642,False,5,percent
21,8,Nick Carter,33.0,0.17010361887717176,0.1537429401510183,1,1,1,1,2,0.32384655902819004,False,2,percent
21,8,Bindi Irwin,28.0,0.1443303432897215,0.1486707348219833,3,2,2,3,5,0.29300107811170484,False,1,percent
21,9,Alexa PenaVega,30.0,0.182370820668693,0.1403642401813873,1,6,3,6,7,0.3227350608500803,True,6,percent
21,9,Carlos PenaVega,27.0,0.1641337386018237,0.168159245712603,4,4,4,3,8,0.33229298431442666,False,4,percent
21,9,Alek Skarlatos,25.5,0.15501519756838905,0.1677198632816913,5,5,6,4,10,0.32273506085008036,False,3,percent
21,9,Tamar Braxton,24.5,0.14893617021276595,0.1737988906373144,6,3,5,4,9,0.32273506085008036,False,5,percent
21,9,Nick Carter,27.5,0.16717325227963525,0.1744037844633309,3,2,2,2,5,0.34157703674296613,False,2,percent
21,9,Bindi Irwin,30.0,0.182370820668693,0.1755539757236729,1,1,1,1,2,0.3579247963923659,False,1,percent
21,10,Carlos PenaVega,31.5,0.26582278481012656,0.2520665293364554,1,2,2,2,3,0.5178893141465819,False,4,percent
21,10,Alek Skarlatos,28.5,0.24050632911392406,0.2432006097601254,3,4,3,3,7,0.4837069388740495,False,3,percent
21,10,Nick Carter,27.0,0.22784810126582278,0.2454782957110435,4,3,3,4,7,0.4733263969768663,False,2,percent
21,10,Bindi Irwin,31.5,0.26582278481012656,0.2592545651923756,1,1,1,1,2,0.5250773500025021,False,1,percent
21,11,Carlos PenaVega,30.0,0.25423750359110475,0.2385343135338282,1,4,3,4,5,0.49277181712493295,True,4,percent
21,11,Alek Skarlatos,27.999899999999997,0.23728748922668577,0.2554843278982472,4,2,4,3,6,0.492771817124933,False,3,percent
21,11,Nick Carter,30.0,0.25423750359110475,0.2484004656295836,1,3,2,2,4,0.5026379692206884,False,2,percent
