celebrity_name,ballroom_partner,season,placement,avg_judge_score,max_judge_score,weeks_survived,age,country,celeb_popularity,partner_popularity,is_us,region_group,age_squared,celeb_pop_log,partner_pop_log,avg_fan_vote_share,avg_cv
Nick Lachey,Peta Murgatroyd,25,9,21.333333333333332,26.0,6,43,United States,2.7384615384615385,2.7384615384615385,1,US,1849,1.3186741734449114,1.3186741734449114,0.0855933209399692,0.013920518202313133
Drew Scott,Emma Slater,25,4,25.2,37.5,10,39,Canada,0.0,0.0,0,English_Speaking,1521,0.0,0.0,0.12420285388122812,0.01572520378021498
Vanessa Lachey,Maksim Chmerkoskiy,25,7,25.5,36.0,7,36,Philippines,0.0,0.0,0,Other,1296,0.0,0.0,0.09932016578907878,0.014257124038893615
Jamie Anderson,Artem Chigvintsev,26,10,19.0,19.0,1,27,United States,12.541666666666666,12.541666666666666,1,US,729,2.605771351981792,2.605771351981792,0.0794325723778223,0.0295044998237865
Johnny Damon,Emma Slater,26,9,18.0,18.0,1,44,United States,0.0,0.0,1,US,1936,0.0,0.0,0.0841944828244347,0.0285784078983718
Kareem Abdul-Jabbar,Lindsay Arnold,26,8,23.25,29.5,2,71,United States,7.784615384615384,7.784615384615384,1,US,5041,2.173001939760373,2.173001939760373,0.09831632593291965,0.01739795632289335
Arike Ogunbowale,Gleb Savchenko,26,7,27.5,35.0,2,21,United States,9.723076923076922,9.723076923076922,1,US,441,2.372398140864887,2.372398140864887,0.1044576769056424,0.02134239429116755
Jennie Finch Daigle,Keo Motsepe,26,6,27.166666666666668,31.5,3,37,United States,2.805555555555556,2.805555555555556,1,US,1369,1.336461987372015,1.336461987372015,0.12689067226858927,0.016181683521046934
Chris Mazdzer,Witney Carson,26,5,29.0,33.0,3,29,United States,6.676923076923077,6.676923076923077,1,US,841,2.0382188258558815,2.0382188258558815,0.1259520657152546,0.014399015531524133
Mirai Nagasu,Alan Bersten,26,4,31.666666666666668,37.0,3,25,United States,5.846153846153846,5.846153846153846,1,US,625,1.9236870122706031,1.9236870122706031,0.13737547350485327,0.013603880453559399
Tonya Harding,Sasha Farber,26,3,29.75,35.0,4,47,United States,5.486111111111111,5.486111111111111,1,US,2209,1.869663138652842,1.869663138652842,0.18261474310737008,0.01937171950468425
Josh Norman,Sharna Burgess,26,2,30.5,38.0,4,30,United States,0.0,0.0,1,US,900,0.0,0.0,0.18709765100916753,0.012134336221296975
Adam Rippon,Jenna Johnson,26,1,32.75,41.0,4,28,United States,11.291666666666666,11.291666666666666,1,US,784,2.508921525991874,2.508921525991874,0.1953301820470941,0.010197274230031476
Juan Pablo Di Pace,Cheryl Burke,27,5,27.375,30.0,8,39,Argentina,5.490566037735849,5.490566037735849,0,Other,1521,1.8703497438212766,1.8703497438212766,0.11374057948426806,0.0129564946215961
Evanna Lynch,Keo Motsepe,27,3,26.055555555555557,30.0,9,27,Ireland,2.805555555555556,2.805555555555556,0,English_Speaking,729,1.336461987372015,1.336461987372015,0.1229043924825254,0.021015697844506867
Nancy McKeon,Valentin Chmerkovskiy,27,11,20.666666666666668,22.0,3,52,United States,0.0,0.0,1,US,2704,0.0,0.0,0.07582561058659533,0.024204541082240932
John Schneider,Emma Slater,27,8,21.642857142857142,27.0,7,58,United States,0.0,0.0,1,US,3364,0.0,0.0,0.09227139635206004,0.022725347033098586
Milo Manheim,Witney Carson,27,2,27.27777777777778,30.0,9,17,United States,6.676923076923077,6.676923076923077,1,US,289,2.0382188258558815,2.0382188258558815,0.13032208868181472,0.012041021947176267
Danelle Umstead,Artem Chigvintsev,27,12,18.25,18.5,2,46,United States,12.541666666666666,12.541666666666666,1,US,2116,2.605771351981792,2.605771351981792,0.0700149396676054,0.02286821893412725
Mary Lou Retton,Sasha Farber,27,9,23.666666666666668,26.0,6,50,United States,5.486111111111111,5.486111111111111,1,US,2500,1.869663138652842,1.869663138652842,0.09233120199576549,0.018704213819666183
DeMarcus Ware,Lindsay Arnold,27,7,24.714285714285715,26.5,7,36,United States,7.784615384615384,7.784615384615384,1,US,1296,2.173001939760373,2.173001939760373,0.10353977116212475,0.013966501236192256
Nikki Glaser,Gleb Savchenko,27,13,17.5,17.5,1,34,United States,9.723076923076922,9.723076923076922,1,US,1156,2.372398140864887,2.372398140864887,0.0549068166903277,0.031319543052029
Bobby Bones,Sharna Burgess,27,1,22.38888888888889,27.0,9,38,United States,0.0,0.0,1,US,1444,0.0,0.0,0.12158792676987715,0.014786480075544855
Tinashe,Brandon Armstrong,27,10,25.5,27.0,4,25,United States,6.964912280701754,6.964912280701754,1,US,625,2.0750459302067976,2.0750459302067976,0.08921996434079993,0.01930840127694405
Alexis Ren,Alan Bersten,27,4,26.5,29.0,9,21,United States,5.846153846153846,5.846153846153846,1,US,441,1.9236870122706031,1.9236870122706031,0.1292161704887814,0.010236988199292056
Joe Amabile,Jenna Johnson,27,6,18.75,23.5,8,32,United States,11.291666666666666,11.291666666666666,1,US,1024,2.508921525991874,2.508921525991874,0.1062301735745567,0.023831900920531314
Kate Flannery,Pasha Pashkov,28,7,23.374975,27.0,8,55,United States,4.647887323943662,4.647887323943662,1,US,3025,1.7312815502652539,1.7312815502652539,0.047826554902308825,0.3873523601654197
James Van Der Beek,Emma Slater,28,5,26.549979999999998,36.0,10,42,United States,0.0,0.0,1,US,1764,0.0,0.0,0.19739058000689363,0.32389514212591114
Kel Mitchell,Witney Carson,28,2,26.409072727272726,37.0,11,41,United States,6.676923076923077,6.676923076923077,1,US,1681,2.0382188258558815,2.0382188258558815,0.0891540143594692,0.4065792974995258
Ray Lewis,Cheryl Burke,28,11,15.0,15.0,2,44,United States,5.490566037735849,5.490566037735849,1,US,1936,1.8703497438212766,1.8703497438212766,0.02526890008006355,0.4907843153845789
Lamar Odom,Peta Murgatroyd,28,10,13.75,20.0,4,39,United States,2.7384615384615385,2.7384615384615385,1,US,1521,1.3186741734449114,1.3186741734449114,0.017702804983872174,0.2917159715154173
Sailor Brinkley-Cook,Valentin Chmerkovskiy,28,9,23.5,31.0,6,21,United States,0.0,0.0,1,US,441,0.0,0.0,0.12194326848711556,0.19104871111837787
Sean Spicer,Lindsay Arnold,28,6,18.88888888888889,25.0,9,48,United States,7.784615384615384,7.784615384615384,1,US,2304,2.173001939760373,2.173001939760373,0.0703726293290786,0.2167002435889222
Mary Wilson,Brandon Armstrong,28,12,16.0,17.0,2,75,United States,6.964912280701754,6.964912280701754,1,US,5625,2.0750459302067976,2.0750459302067976,0.045042476484665556,0.43969146463039044
Lauren Alaina,Gleb Savchenko,28,4,25.5,35.0,11,24,United States,9.723076923076922,9.723076923076922,1,US,576,2.372398140864887,2.372398140864887,0.25044231825615415,0.33073037847653003
Ally Brooke,Sasha Farber,28,3,27.318181818181817,40.0,11,26,United States,5.486111111111111,5.486111111111111,1,US,676,1.869663138652842,1.869663138652842,0.11774438769638323,0.3351734134443712
Karamo Brown,Jenna Johnson,28,8,21.5,28.0,7,38,United States,11.291666666666666,11.291666666666666,1,US,1444,2.508921525991874,2.508921525991874,0.09856390940989089,0.28797249938308817
Hannah Brown,Alan Bersten,28,1,26.77270909090909,35.5,11,24,United States,5.846153846153846,5.846153846153846,1,US,576,1.9236870122706031,1.9236870122706031,0.12239447486017575,0.2303380595279797
Anne Heche,Keo Motsepe,29,13,18.0,21.0,4,51,United States,2.805555555555556,2.805555555555556,1,US,2601,1.336461987372015,1.336461987372015,0.035339642812389827,0.593923132878154
Jesse Metcalfe,Sharna Burgess,29,12,19.6,21.0,5,41,United States,0.0,0.0,1,US,1681,0.0,0.0,0.05968753332410546,0.3684623810389012
Chrishell Stause,Gleb Savchenko,29,8,21.375,27.0,8,39,United States,9.723076923076922,9.723076923076922,1,US,1521,2.372398140864887,2.372398140864887,0.036550552081512276,0.3142843919996577
Skai Jackson,Alan Bersten,29,5,23.54996,28.9998,10,18,United States,5.846153846153846,5.846153846153846,1,US,324,1.9236870122706031,1.9236870122706031,0.1256057777440934,0.24687331023054723
Justina Machado,Sasha Farber,29,4,25.090872727272725,30.0,11,48,United States,5.486111111111111,5.486111111111111,1,US,2304,1.869663138652842,1.869663138652842,0.15869417269585903,0.5266275118829431
Charles Oakley,Emma Slater,29,15,13.5,15.0,2,56,United States,0.0,0.0,1,US,3136,0.0,0.0,0.004617756090201449,0.5454954877912805
Veron Davis,Peta Murgatroyd,29,11,20.166666666666668,22.0,6,36,United States,2.7384615384615385,2.7384615384615385,1,US,1296,1.3186741734449114,1.3186741734449114,0.028519141918676768,0.3368831844214768
Johnny Weir,Britt Stewart,29,6,25.05,30.0,10,36,United States,6.661971830985915,6.661971830985915,1,US,1296,2.0362693698146273,2.0362693698146273,0.04798099776238992,0.8147571361894638
Nev Schulman,Jenna Johnson,29,2,26.363618181818183,30.0,11,35,United States,11.291666666666666,11.291666666666666,1,US,1225,2.508921525991874,2.508921525991874,0.13444613418670695,0.5725610175369075
AJ McLean,Cheryl Burke,29,7,23.444422222222222,27.0,9,42,United States,5.490566037735849,5.490566037735849,1,US,1764,1.8703497438212766,1.8703497438212766,0.09535934271298833,0.3931059662735633
Nelly,Daniella Karagach,29,3,22.954545454545453,28.5,11,45,United States,13.23943661971831,13.23943661971831,1,US,2025,2.656015341979156,2.656015341979156,0.1395909845087911,0.31027302586277683
Kaitlyn Bristowe,Artem Chigvintsev,29,1,26.0,30.0,11,35,Canada,12.541666666666666,12.541666666666666,0,English_Speaking,1225,2.605771351981792,2.605771351981792,0.10976966889513226,0.8073940825422277
Carole Baskin,Pasha Pashkov,29,14,13.0,16.0,3,59,United States,4.647887323943662,4.647887323943662,1,US,3481,1.7312815502652539,1.7312815502652539,0.005472604015393867,0.5026447224050695
Monica Aldama,Valentin Chmerkovskiy,29,10,22.142857142857142,27.0,7,48,United States,0.0,0.0,1,US,2304,0.0,0.0,0.11451271880148543,0.5567232639950651
Jeannie Mai,Brandon Armstrong,29,9,21.857142857142858,25.0,7,41,United States,6.964912280701754,6.964912280701754,1,US,1681,2.0750459302067976,2.0750459302067976,0.10111853364223651,0.42037369347878356
Martin Kove,Britt Stewart,30,15,14.0,15.0,2,75,United States,6.661971830985915,6.661971830985915,1,US,5625,2.0362693698146273,2.0362693698146273,0.0039302413194475,0.7266444925741015
Brian Austin Green,Sharna Burgess,30,13,23.0,26.0,4,48,United States,0.0,0.0,1,US,2304,0.0,0.0,0.0304528505998825,0.5513234597335797
Melora Hardin,Artem Chigvintsev,30,6,33.166666666666664,42.0,9,54,United States,12.541666666666666,12.541666666666666,1,US,2916,2.605771351981792,2.605771351981792,0.05511338231244624,0.6541002562510414
Matt James,Lindsay Arnold,30,12,23.625,28.5,4,29,United States,7.784615384615384,7.784615384615384,1,US,841,2.173001939760373,2.173001939760373,0.02722089802387665,0.792865231329839
"Mike ""The Miz"" Mizanin",Witney Carson,30,9,28.928571428571427,34.0,7,40,United States,6.676923076923077,6.676923076923077,1,US,1600,2.0382188258558815,2.0382188258558815,0.06551356195337472,0.5382437708390605
Suni Lee,Sasha Farber,30,5,32.94444444444444,42.0,9,18,United States,5.486111111111111,5.486111111111111,1,US,324,1.869663138652842,1.869663138652842,0.22335976195196594,0.3729047484874297
Iman Shumpert,Daniella Karagach,30,1,31.1,40.0,10,31,United States,13.23943661971831,13.23943661971831,1,US,961,2.656015341979156,2.656015341979156,0.10908599425057086,0.43508874113051643
Cody Rigsby,Cheryl Burke,30,3,31.05,38.0,10,34,United States,5.490566037735849,5.490566037735849,1,US,1156,1.8703497438212766,1.8703497438212766,0.12428593256817641,0.2985939771735492
Melanie C,Gleb Savchenko,30,11,29.6,36.0,5,47,England,9.723076923076922,9.723076923076922,0,English_Speaking,2209,2.372398140864887,2.372398140864887,0.11067706636216279,0.31984089737200694
Jimmie Allen,Emma Slater,30,7,30.4375,38.0,8,36,United States,0.0,0.0,1,US,1296,0.0,0.0,0.053155472516505,0.4346673075894261
Olivia Jade,Valentin Chmerkovskiy,30,8,32.625,42.0,8,21,United States,0.0,0.0,1,US,441,0.0,0.0,0.03920078520132325,0.5099903977922133
JoJo Siwa,Jenna Johnson,30,2,35.9,41.0,10,18,United States,11.291666666666666,11.291666666666666,1,US,324,2.508921525991874,2.508921525991874,0.15255411757687962,0.5440992641701382
Christine Chiu,Pasha Pashkov,30,14,23.333333333333332,25.0,3,38,Taiwan China,4.647887323943662,4.647887323943662,0,Other,1444,1.7312815502652539,1.7312815502652539,0.0269149886077522,0.5914057558052458
Kenya Moore,Brandon Armstrong,30,10,28.083333333333332,36.0,6,50,United States,6.964912280701754,6.964912280701754,1,US,2500,2.0750459302067976,2.0750459302067976,0.10295385013969384,0.4046604270406262
Amanda Kloots,Alan Bersten,30,4,34.95,42.0,10,39,United States,5.846153846153846,5.846153846153846,1,US,1521,1.9236870122706031,1.9236870122706031,0.09466273866416024,0.8636975543746882
Jason Lewis,Peta Murgatroyd,31,16,18.0,18.0,1,51,United States,2.7384615384615385,2.7384615384615385,1,US,2601,1.3186741734449114,1.3186741734449114,0.0029031416103227,0.903008740618648
Cheryl Ladd,Louis van Amstel,31,14,22.0,24.0,3,71,United States,0.0,0.0,1,US,5041,0.0,0.0,0.015555253947648234,0.5875767177119977
Selma Blair,Sasha Farber,31,12,31.2,40.0,5,50,United States,5.486111111111111,5.486111111111111,1,US,2500,1.869663138652842,1.869663138652842,0.18517785546413354,0.30455004301585237
Joseph Baena,Daniella Karagach,31,11,27.8,35.0,5,24,United States,13.23943661971831,13.23943661971831,1,US,576,2.656015341979156,2.656015341979156,0.03447516903854564,0.38531426349281717
Trevor Donovan,Emma Slater,31,6,31.833333333333332,39.0,9,39,United States,0.0,0.0,1,US,1521,0.0,0.0,0.04939148312503556,0.4543702218351479
Daniel Durant,Britt Stewart,31,5,32.611111111111114,39.0,9,32,United States,6.661971830985915,6.661971830985915,1,US,1024,2.0362693698146273,2.0362693698146273,0.12635197364316542,0.5211437714577677
Wayne Brady,Witney Carson,31,3,36.25,45.0,10,50,United States,6.676923076923077,6.676923076923077,1,US,2500,2.0382188258558815,2.0382188258558815,0.0773801586716186,0.8927268470466124
Sam Champion,Cheryl Burke,31,13,24.0,26.0,4,61,United States,5.490566037735849,5.490566037735849,1,US,3721,1.8703497438212766,1.8703497438212766,0.015430902606483976,0.673566420232995
Jessie James Decker,Alan Bersten,31,10,28.333333333333332,36.0,6,34,Italy,5.846153846153846,5.846153846153846,0,Other,1156,1.9236870122706031,1.9236870122706031,0.018805402130165214,0.4522732468526505
Jordin Sparks,Brandon Armstrong,31,9,31.428571428571427,35.5,7,32,United States,6.964912280701754,6.964912280701754,1,US,1024,2.0750459302067976,2.0750459302067976,0.07322022991524414,0.3675384300828549
Heidi D'Amelio,Artem Chigvintsev,31,8,32.875,39.0,8,50,United States,12.541666666666666,12.541666666666666,1,US,2500,2.605771351981792,2.605771351981792,0.06361240407361177,0.3523213382342414
Charli D'Amelio,Mark Ballas,31,1,37.9,45.0,10,18,United States,10.66153846153846,10.66153846153846,1,US,324,2.4562961157467345,2.4562961157467345,0.04480649789547275,0.5147434166592649
Teresa Giudice,Pasha Pashkov,31,15,21.5,23.0,2,50,United States,4.647887323943662,4.647887323943662,1,US,2500,1.7312815502652539,1.7312815502652539,0.006784505454490251,0.8263028144081284
Vinny Guadagnino,Koko Iwasaki,31,7,26.9375,31.5,8,34,United States,6.640625,6.640625,1,US,1156,2.0334794061152,2.0334794061152,0.0327981145667534,0.5224405487974434
Shangela,Gleb Savchenko,31,4,34.55,42.0,10,40,United States,9.723076923076922,9.723076923076922,1,US,1600,2.372398140864887,2.372398140864887,0.18097797929736706,0.23483555832893824
Gabby Windey,Valentin Chmerkovskiy,31,2,36.25,41.0,10,31,United States,0.0,0.0,1,US,961,0.0,0.0,0.2766877711829401,0.577349008585912
Jamie Lynn Spears,Alan Bersten,32,13,15.5,16.0,2,32,United States,5.846153846153846,5.846153846153846,1,US,1024,1.9236870122706031,1.9236870122706031,0.01554925641807485,0.5532208114287824
Mira Sorvino,Gleb Savchenko,32,10,20.8,26.0,5,55,United States,9.723076923076922,9.723076923076922,1,US,3025,2.372398140864887,2.372398140864887,0.08254888980587241,0.334699754596994
Barry Williams,Peta Murgatroyd,32,7,24.6875,35.0,8,68,United States,2.7384615384615385,2.7384615384615385,1,US,4624,1.3186741734449114,1.3186741734449114,0.10679466693628627,0.21541364201380658
Alyson Hannigan,Sasha Farber,32,5,25.545454545454547,36.0,11,49,United States,5.486111111111111,5.486111111111111,1,US,2401,1.869663138652842,1.869663138652842,0.1617117080225685,0.2250167505353312
Xochitl Gomez,Valentin Chmerkovskiy,32,1,31.727272727272727,42.0,11,17,United States,0.0,0.0,1,US,289,0.0,0.0,0.07785906493646864,0.5995261359476209
Adrian Peterson,Britt Stewart,32,11,19.0,22.0,4,38,United States,6.661971830985915,6.661971830985915,1,US,1444,2.0362693698146273,2.0362693698146273,0.09354199642029459,0.39298646906688783
Matt Walsh,Koko Iwasaki,32,14,12.0,12.0,1,58,United States,6.640625,6.640625,1,US,3364,2.0334794061152,2.0334794061152,0.0053262041284971,0.6612904935839407
Tyson Beckford,Jenna Johnson,32,12,16.666666666666668,20.0,3,52,United States,11.291666666666666,11.291666666666666,1,US,2704,2.508921525991874,2.508921525991874,0.01564218014897077,0.6057623555495588
Jason Mraz,Daniella Karagach,32,2,30.863636363636363,43.0,11,46,United States,13.23943661971831,13.23943661971831,1,US,2116,2.656015341979156,2.656015341979156,0.10207718283194245,0.7872346020660154
Lele Pons,Brandon Armstrong,32,8,26.642857142857142,37.0,7,27,Venezuela,6.964912280701754,6.964912280701754,0,Other,729,2.0750459302067976,2.0750459302067976,0.16130858866303768,0.2873282319265788
Harry Jowsey,Rylee Arnold,32,6,23.22222222222222,32.0,9,26,Australia,19.211267605633804,19.211267605633804,0,English_Speaking,676,3.006240251152406,3.006240251152406,0.07256874704140465,0.349962391635642
Mauricio Umansky,Emma Slater,32,9,21.0,33.0,6,53,Mexico,0.0,0.0,0,Other,2809,0.0,0.0,0.058760293099854734,0.26212023825930325
Charity Lawson,Artem Chigvintsev,32,4,30.636363636363637,39.0,11,27,United States,12.541666666666666,12.541666666666666,1,US,729,2.605771351981792,2.605771351981792,0.10516855775803952,0.7351851873014343
Ariana Madix,Pasha Pashkov,32,3,30.863636363636363,42.0,11,38,United States,4.647887323943662,4.647887323943662,1,US,1444,1.7312815502652539,1.7312815502652539,0.2023233382486693,0.5947121807158374
Tori Spelling,Pasha Pashkov,33,12,18.0,19.0,2,51,United States,4.647887323943662,4.647887323943662,1,US,2601,1.7312815502652539,1.7312815502652539,0.0101993095038411,0.5055317200628708
Eric Roberts,Britt Stewart,33,10,17.666666666666668,23.0,3,68,United States,6.661971830985915,6.661971830985915,1,US,4624,2.0362693698146273,2.0362693698146273,0.01767346046979777,0.5784552775391636
Reginald VelJohnson,Emma Slater,33,10,17.333333333333332,21.0,3,74,United States,0.0,0.0,1,US,5476,0.0,0.0,0.0186271203540523,0.3984442949231481
Chandler Kinney,Brandon Armstrong,33,3,29.055555555555557,34.5,9,24,United States,6.964912280701754,6.964912280701754,1,US,576,2.0750459302067976,2.0750459302067976,0.08535737651702881,0.5821015709275741
Dwight Howard ,Daniella Karagach,33,6,25.428571428571427,31.0,7,38,United States,13.23943661971831,13.23943661971831,1,US,1444,2.656015341979156,2.656015341979156,0.23673506793053137,0.2587804889953897
Danny Amendola,Witney Carson,33,5,26.77777777777778,36.0,9,39,United States,6.676923076923077,6.676923076923077,1,US,1521,2.0382188258558815,2.0382188258558815,0.1021141884186165,0.44546859902166436
Stephen Nedoroscik,Rylee Arnold,33,4,26.88888888888889,33.0,9,26,United States,19.211267605633804,19.211267605633804,1,US,676,3.006240251152406,3.006240251152406,0.239341298180331,0.35103655869280925
Ilona Maher,Alan Bersten,33,2,25.77777777777778,32.0,9,28,United States,5.846153846153846,5.846153846153846,1,US,784,1.9236870122706031,1.9236870122706031,0.1357971559153519,0.28827414125349665
Anna Delvey,Ezra Sosa,33,12,17.5,18.0,2,33,Russia,17.774647887323944,17.774647887323944,0,Other,1089,2.932507443137393,2.932507443137393,0.02088826078585845,0.5584986775310683
Brooks Nader,Gleb Savchenko,33,9,25.125,32.0,4,27,United States,9.723076923076922,9.723076923076922,1,US,729,2.372398140864887,2.372398140864887,0.02786652844057645,0.4043583122824602
Phaedra Parks,Val Chmerkovskiy,33,8,24.8,32.0,5,51,United States,14.52112676056338,14.52112676056338,1,US,2601,2.7422021126715443,2.7422021126715443,0.0663359391246557,0.3904764263038524
Jenn Tran,Sasha Farber,33,7,26.25,32.0,6,26,United States,5.486111111111111,5.486111111111111,1,US,676,1.869663138652842,1.869663138652842,0.10097635575725404,0.3753884579147743
Joey Graziadei,Jenna Johnson,33,1,28.666666666666668,36.0,9,29,United States,11.291666666666666,11.291666666666666,1,US,841,2.508921525991874,2.508921525991874,0.11769816958047397,0.428791883873272
Corey Feldman,Jenna Johnson,34,13,12.0,15.0,2,54,United States,11.291666666666666,11.291666666666666,1,US,2916,2.508921525991874,2.508921525991874,0.0053262041284971,0.514841869719025
Danielle Fishel,Pasha Pashkov,34,8,26.25,37.0,8,44,United States,4.647887323943662,4.647887323943662,1,US,1936,1.7312815502652539,1.7312815502652539,0.0897993210041798,0.31296998214903
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),34,5,27.909072727272726,37.5,11,55,United States,0.0,0.0,1,US,3025,0.0,0.0,0.1506350206438108,0.3468493365845175
Baron Davis,Britt Stewart,34,13,14.0,18.0,2,46,United States,6.661971830985915,6.661971830985915,1,US,2116,2.0362693698146273,2.0362693698146273,0.011402662461180251,0.4373306729381129
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),34,3,29.5606,39.0,11,24,United States,0.0,0.0,1,US,576,0.0,0.0,0.06831292840754423,0.37845426447805414
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),34,7,22.666666666666668,34.0,9,59,United States,1.2820512820512822,1.2820512820512822,1,US,3481,0.8250747236024933,0.8250747236024933,0.04422646533842263,0.3066903958185877
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),34,1,30.196963636363638,42.0,11,22,Australia,0.0,0.0,0,English_Speaking,484,0.0,0.0,0.22092306511432175,0.348732563562575
Hilaria Baldwin,Gleb Savchenko,34,11,20.0,23.0,4,41,United States,9.723076923076922,9.723076923076922,1,US,1681,2.372398140864887,2.372398140864887,0.11211267459130267,0.3392016527696854
Lauren Jauregui,Brandon Armstrong,34,12,17.333333333333332,21.0,3,29,United States,6.964912280701754,6.964912280701754,1,US,841,2.0750459302067976,2.0750459302067976,0.0745957737910789,0.5191331929289255
Scott Hoying,Rylee Arnold,34,10,21.5,30.0,6,34,United States,19.211267605633804,19.211267605633804,1,US,1156,3.006240251152406,3.006240251152406,0.03660154427338912,0.5664456154068924
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),34,2,30.136363636363637,43.0,11,24,United States,0.0,0.0,1,US,576,0.0,0.0,0.12272041340693572,0.498359204821565
Jen Affleck,Jan Ravnik,34,9,24.428571428571427,34.0,7,26,United States,16.012820512820515,16.012820512820515,1,US,676,2.833967207642616,2.833967207642616,0.09570938706329894,0.5186312027661484
Whitney Leavitt,Mark Ballas,34,6,31.05,42.0,10,32,United States,10.66153846153846,10.66153846153846,1,US,1024,2.4562961157467345,2.4562961157467345,0.09244335991701906,0.7072373350888888
Dylan Efron,Daniella Karagach (Rumer Willis week 9),34,4,28.98483636363636,42.0,11,33,United States,1.2820512820512822,1.2820512820512822,1,US,1089,0.8250747236024933,0.8250747236024933,0.10685065576823606,0.3870594353640104
